system   D            wsystem.c:583  maybe_parent_dir                 [   0.00051] Also searching C:\Users\Jiyambi\Documents\GitHub\Pollinator\
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.56492] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56757] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56759] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56761] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56762] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56763] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56764] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56765] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56767] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.56768] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.56770] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.56771] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.56772] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.56774] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.56825] added dtor for object 07B5A248, func 0F3C256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.56990] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.56993] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57256] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57258] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57259] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57260] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57261] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57262] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57264] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57265] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57266] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.57267] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.57269] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.57270] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.57271] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.57325] added dtor for object 0028CC58, func 0F3C256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.57482] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.57487] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57772] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57774] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57775] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57777] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57778] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57779] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57780] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57781] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.57783] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.57784] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.57785] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.57787] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.57788] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.57838] added dtor for object 0028CD68, func 0F3C256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.58010] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.58014] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:790  al_load_ttf_font_stretch_f       [   0.58373] Font data/sui_generis_rg.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.58376]     ascent=11.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.58378] added dtor for object 07BE9F60, func 0F3C1B40
dtor     D               dtor.c:184  _al_register_destructor          [   0.59707] added dtor for object 07BEB428, func 0F3C2775
dtor     D               dtor.c:184  _al_register_destructor          [   0.59715] added dtor for object 07BEB5A8, func 0F3C2775
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.60735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.60747] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.61057] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.61062] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.61406] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.61411] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.61485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.61488] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.61543] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.61546] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.61602] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.61605] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.61662] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.61664] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16495] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16499] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16502] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16504] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16506] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16508] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16510] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16512] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   1.16514] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   1.16516] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   1.16518] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   1.16520] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   1.16522] Chose bitmap format 9
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.16632] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.16638] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.16864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.16869] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.16951] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.16954] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.17020] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.17023] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.17085] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.17088] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.17139] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.17142] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.17201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.17203] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.17265] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.17273] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.24832] removed dtor for object 002855A8
d3d      I         d3d_disp.cpp:1110 d3d_destroy_display              [  14.24840] destroying display 002857F0 (current 00000000)
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.24844] converting display bitmap 07BEDA48 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.24881] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.24883] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  14.24939] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.24986] converting display bitmap 0028CD68 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.25022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.25025] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.25098] converting display bitmap 0028CC58 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.25124] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.25126] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.25183] converting display bitmap 07B5A248 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.25213] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.25215] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.25276] converting display bitmap 07B2D8F0 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.25295] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.25297] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.25350] converting display bitmap 0028CA78 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.25373] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.25376] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.25455] converting display bitmap 0028DC20 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.25888] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.25894] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  14.26266] converting display bitmap 0028DA70 to memory bitmap
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  14.26422] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  14.26427] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1096 d3d_destroy_display_internals    [  14.26790] waiting for display 002857F0's thread to end
d3d      W         d3d_disp.cpp:812  d3d_destroy_device               [  14.28254] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1707 d3d_display_thread_proc          [  14.31128] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31226] removed dtor for object 0028C0C0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31336] removed dtor for object 07BEB428
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31341] removed dtor for object 07BEB5A8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31457] removed dtor for object 07BE9F60
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31527] removed dtor for object 0028DA70
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31606] removed dtor for object 0028DC20
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31696] removed dtor for object 0028CA78
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31708] removed dtor for object 07B2D8F0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31723] removed dtor for object 0028CC58
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31742] removed dtor for object 07B5A248
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.31749] removed dtor for object 0028CD68
